Episode,Reward,Length,TotalSteps
1048,67.837404,200,209801
1049,67.437047,200,210001
1050,68.972425,200,210201
1051,68.693022,200,210401
1052,68.760052,200,210601
1053,67.891331,200,210801
1054,68.679881,200,211001
1055,67.986953,200,211201
1056,68.093276,200,211401
1057,67.724559,200,211601
1058,67.21763,200,211801
1059,68.730011,200,212001
1060,67.073744,200,212201
1061,67.620527,200,212401
1062,68.89217,200,212601
1063,69.996139,200,212801
1064,67.88722,200,213001
1065,68.134932,200,213201
1066,68.284371,200,213401
1067,66.976918,200,213601
1068,67.195193,200,213801
1069,67.248665,200,214001
1070,67.833448,200,214201
1071,65.949026,200,214401
1072,68.620866,200,214601
1073,68.451273,200,214801
1074,68.695957,200,215001
1075,68.524424,200,215201
1076,67.711382,200,215401
1077,69.058789,200,215601
1078,68.645106,200,215801
1079,66.865612,200,216001
1080,68.322854,200,216201
1081,67.005023,200,216401
1082,68.429758,200,216601
1083,67.485397,200,216801
1084,68.856036,200,217001
1085,67.722882,200,217201
1086,69.260189,200,217401
1087,68.204346,200,217601
1088,68.577909,200,217801
1089,69.03353,200,218001
1090,68.931517,200,218201
1091,68.038173,200,218401
1092,67.872458,200,218601
1093,68.653652,200,218801
1094,67.635619,200,219001
1095,68.681192,200,219201
1096,68.595485,200,219401
1097,68.091317,200,219601
1098,68.894142,200,219801
1099,67.739119,200,220001
1100,68.396367,200,220201
1101,68.646486,200,220401
1102,67.48711,200,220601
1103,68.481304,200,220801
1104,69.261021,200,221001
1105,68.16503,200,221201
1106,67.831665,200,221401
1107,69.684532,200,221601
1108,68.069459,200,221801
1109,67.509335,200,222001
1110,68.71585,200,222201
1111,68.138545,200,222401
1112,68.557545,200,222601
1113,67.953777,200,222801
1114,67.720552,200,223001
1115,68.984543,200,223201
1116,68.810239,200,223401
1117,68.828665,200,223601
1118,67.247517,200,223801
1119,68.709023,200,224001
1120,66.987664,200,224201
1121,69.055371,200,224401
1122,68.6501,200,224601
1123,68.909514,200,224801
1124,68.786436,200,225001
1125,68.188057,200,225201
1126,67.688328,200,225401
1127,68.509771,200,225601
1128,68.091176,200,225801
1129,68.83267,200,226001
1130,69.117945,200,226201
1131,67.703291,200,226401
1132,68.507703,200,226601
1133,67.224182,200,226801
1134,67.959258,200,227001
1135,68.620372,200,227201
1136,69.252141,200,227401
1137,67.684397,200,227601
1138,68.954436,200,227801
1139,67.738052,200,228001
1140,68.417586,200,228201
1141,67.715471,200,228401
1142,68.840108,200,228601
1143,69.071482,200,228801
1144,67.668832,200,229001
